"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
385,"Herrings Green","Attraction","Herrings Green Farm, Cotton End Rd","Bedford","MK45 3DT",52.0883711,-0.416662,"https://birdsofpreycentre.co.uk/","01234 742362","10am - 5pm",0,5.0,0,"Birds;Farm;nature;Outdoor;Activity","https://birdsofpreycentre.co.uk/wp-content/uploads/2026/01/D61_1381.jpg","Child-friendly farm attraction with owl, eagle & hawk displays, goats & rabbits, plus a play area.","Herrings Green, nestled in Bedfordshire, offers a delightful escape for families and nature lovers alike. This charming farm attraction is a haven for children and adults, boasting a fantastic array of outdoor activities and engaging exhibits. Visitors frequently comment on the impressive bird displays, featuring majestic owls, eagles, and hawks, alongside friendly goats and rabbits eager to meet guests. The farm’s commitment to providing a rich nature experience is evident throughout, creating a truly immersive environment. Beyond the animals, Herrings Green provides a dedicated play area ensuring plenty of energy can be expended. It’s a popular destination where families consistently find themselves returning to enjoy the wholesome atmosphere and exciting opportunities for learning and outdoor fun.","2026-04-19 19:34:07",0
386,"The Higgins Bedford","Museum","Castle Ln","Bedford","MK40 3XD",52.136177,-0.4637914,"https://www.thehigginsbedford.org.uk/Home.aspx","01234 718618","11am-5pm",0,0.0,0,"museum;History;Kids;educational;Antiques","https://www.bedford.gov.uk/sites/default/files/styles/news_articlebanner/public/2025-02/IMG_8461%20sm.jpg?itok=VdLm7Lgv","The Higgins Art Gallery & Museum is the principal art gallery and museum in Bedford, Bedfordshire, England, run by Bedford Borough Council and the trustees of the Cecil Higgins Collection.","","",0
387,"Coffee with Art","Cafe","82 High St","Bedford","MK40 1NN",52.1379059,-0.4669253,"https://www.instagram.com/coffeewithartbedford/","01234 325182","8.30am-6pm",0,4.7,0,"cafe;coffee;budget;Decor;Tea","https://lh3.googleusercontent.com/p/AF1QipMFB-UE_Gel8DZjoYLkaQ9sFZcI5qT7MQ4-M_lw=s1360-w1360-h1020-rw","This modern style coffee shop is located on the High Street in the centre of town. It has a pleasant quirky interior.","Coffee with Art is a delightful modern cafe nestled on Bedford’s bustling High Street, right in the heart of town. Visitors often describe the interior as pleasantly quirky, a space filled with unique decor that immediately creates a warm and inviting atmosphere. It’s a great spot for a budget-friendly coffee break or a relaxing afternoon tea. The cafe offers a wide selection of coffee and tea alongside other refreshments, and many guests come back for the atmosphere and the chance to enjoy a quality drink in a memorable setting.","2026-04-18 13:31:50",0
388,"Russel Park","Park","The Embankment","Bedford","MK40 3RH",52.1331147,-0.4469409,"","","24 Hours",0,0.0,0,"Park;Nature;Kids;Central","https://freeparks.co.uk/wp-content/uploads/2019/09/Russell-Park-1-1.jpg","Landscaped historic gardens & open field with tennis facilities, a putting green & seasonal flowers.","","",0
389,"Mowsbury Park","Park","03 Mowsbury Park, Wentworth Dr","Bedford","MK41 8DQ",52.1363806,-0.4675041,"","","24 Hours",0,5.0,0,"Park;Sand Park;Football;cafe;forest;Dog friendly;Adventure","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZWAt82Hbx6LX4MtwNNAW95pPsoZCPA34pc1kPaiXpFRWT9MVI-Fh2DhePSSulWJsJEWe2ABxLFaTn7ou77RJQXt7JNhKkTb45DnYUncNnDlRN6yChLRFPu6mm1P8XoDgHp77CGQ=s1360-w1360-h1020-rw","Large park drawing families & dogs with a paved fitness trail, play areas, ball fields, sand park & woodlands. Has tennis courts available and the four seasons cafe open from 10am-4pm for a snack or a coffee. ","Mowsbury Park in Bedford offers a fantastic day out for the whole family and their four-legged friends. This expansive park is a popular destination, particularly for those with children and dogs, boasting a wide array of activities and features. Visitors often find themselves returning to enjoy the paved fitness trail, multiple play areas, and ball fields, alongside a dedicated sand park perfect for younger adventurers. The woodlands provide a tranquil escape, while tennis courts are available for those seeking a sporting challenge. Adding to the park’s appeal is the Four Seasons Cafe, open daily from 10am to 4pm, offering a convenient spot for a snack or a coffee. Football enthusiasts will appreciate the dedicated pitches, and the overall atmosphere encourages a sense of community and outdoor fun. Mowsbury Park truly provides an adventure for everyone, regardless of age or interest, making it a beloved local gem.","2026-04-19 19:32:25",0
390,"The Park Pub","Pub","96 Kimbolton Rd","Bedford","MK40 2PF",52.1468507,-0.4561773,"https://www.theparkbedford.co.uk/book-a-table/","01234 273929","12pm-11pm",0,0.0,0,"Pub;Food;British","https://www.theparkbedford.co.uk/wp-content/uploads/2021/03/42200_the-park-bedford-800x450-1.jpg","The Park Pub in Bedford earns praise from many travelers for its delicious and well-presented food, with the Sunday roast being a particular favorite. Enjoy outstanding, traditional pub food with a stellar craft beer and cocktails menu.","","",0
391,"Merchant of Venice","Restaurant","173 Granby St","Leicester","LE1 6FE",52.6328879,-1.1289187,"https://www.merchantofvenice.co/","0116291 5604","8am-10pm",0,3.0,0,"restaurant;Shakespeare;cafe","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6a/c8/e4/exterior.jpg?w=500&h=-1&s=1","The most relaxing authentic Italian restaurant in the heart of Leicester. They've created a special space that's inspired by Shakespeare's classic tale.","Nestled in the heart of Leicester, Merchant of Venice offers a truly unique dining experience. This restaurant has meticulously crafted a special space, drawing inspiration from Shakespeare’s timeless tragedy. It’s widely considered the most relaxing and authentic Italian restaurant in the city, and visitors often find themselves transported back to Elizabethan England as they enjoy delicious food and a wonderfully tranquil atmosphere. The restaurant’s design cleverly incorporates elements of the play, creating a captivating cafe setting that feels both elegant and inviting. Many guests come back for the atmosphere, appreciating the subtle nods to Shakespeare and the overall sense of stepping into a different world while savoring exceptional Italian cuisine.","2026-04-19 16:53:03",0
392,"Public and Plants","Cafe","41 King St","Leicester","LE1 6RN",52.6316044,-1.1325234,"https://www.ourpublic.co.uk/","","7.30am-7pm",0,5.0,0,"cafe;Treats;coffee","https://lh3.googleusercontent.com/p/AF1QipM7OMskIZhxe8Py0qnQ6TZvqhlGwICtCFzgOgbL=s1360-w1360-h1020-rw","Public is an independent coffee shop and bakery, known for its fantastic baked goods and obsession with Nutella croissants. They believe in good coffee that isn’t complicated and are always busy baking fresh loaves, flaky croissants and an ever evolving list of goodies freshly on site!","Public in Leicester is a beloved local gem, a vibrant cafe and bakery that’s quickly gaining a reputation for exceptional treats and a truly welcoming atmosphere. Visitors often find themselves returning for the irresistible aroma of freshly baked goods, particularly the shop’s famed Nutella croissants – a clear obsession for the bakers! They pride themselves on crafting simple, delicious coffee alongside a constantly rotating selection of loaves, flaky pastries, and other delightful goodies, all made on-site. The cafe is consistently busy, reflecting the popularity of its offerings and the strong sense of community it fosters. Many guests appreciate the relaxed vibe and the quality of the food and drink, making Public a perfect spot for a morning pick-me-up or an afternoon indulgence.","2026-04-18 14:06:46",0
393,"Hickory's Smokehouse","Restaurant","Glen Rise, London Rd","Leicester"," LE2 4RG",52.6362,-1.1331969,"https://hickorys.co.uk/","0116 303 2550","12pm-11pm",2,0.0,0,"American;Food;Diner","https://hickorys.co.uk/app/uploads/2025/04/Hicks-LEI-Chefs-Bar-LR-scaled.jpg","Hickory's Smokehouse, is Leicestershire's first genuine Texas-style smokehouse.","","",0
394,"Mollie's Motel & Diner","Hotel","Shrivenham Road","Oxford","SN7 8PY",51.6753332,-1.4964962,"https://mollies.com/","01367 707777","24 Hours",2,0.0,0,"Diner;American;Motel;Modern","https://mollies.com/wp-content/uploads/2024/07/bristol.jpg","Mollie's Motel & Diner is a popular choice for many travelers, praised for its modern amenities like rainfall showers and premium toiletries. The atmosphere is often described as stylish and welcoming, with chic décor. Guests appreciate the cleanliness and spacious, comfortable rooms, though some note minor cleaning and lighting issues.","","",0
395,"O2 Academy Islington","Music Venue","16 Parkfield St","London","N1 0PS",51.534574,-0.1056969,"https://www.academymusicgroup.com/o2academyislington","020 7288 4400","",2,0.0,0,"Music;Events;Concerts;Activity","https://dynamicmedia.livenationinternational.com/j/b/e/b238358b-5530-4b6f-ab09-490620a888af.jpg?format=webp&width=3840&quality=75","Live music venue inside a shopping centre, hosting rock and pop acts and weekly club nights.","","",0
396,"The Pheasant","Pub","300 Kimbolton Rd","Bedford","MK41 8YR",52.161916,-0.452987,"https://pheasantbedford.co.uk/book/?utm_source=Google&utm_medium=GMB&utm_campaign=Google+Booking&utm_id=Google_Book","01234 262300","12pm-11pm",1,0.0,0,"Pub;British;Events;Dog friendly","https://images.squarespace-cdn.com/content/v1/6213b628fa2cb47144d11cbe/799a4211-6408-4ccb-bb92-4dcdd503570c/The+Pheasant.jpg","The Pheasant is what you might call a ‘proper pub’ serving a selection of real ales and craft beers, including the latest brews from down the road at Brewpoint. We also have a variety of gins and spirits, including an extensive range of soft drinks. At the front of the pub, you will find our glorious terrace, perfect for soaking up the sun in the Summer months. Grab your friends and settle in for the longer days with a nice chilled bottle of rosé or G&T. We are also dog friendly! Your four-legged friends are welcome in the bar area and garden","","",0
397,"Interchange Retail Park","Shopping","Ampthill Rd","Bedford","MK42 7AZ",52.1094846,-0.4819854,"","","9am-8pm",2,0.0,0,"Shopping;Activity;retail;busy","https://wp-eris.s3.eu-west-1.amazonaws.com/wp-content/uploads/sites/2/2017/04/interchange-retail-park-in-bedford-BB7G1X.jpg","Discover Interchange. Home to over 14 of your favourite high street brands, there's something for everyone at Interchange West","Interchange Retail Park in Bedford offers a vibrant and convenient shopping destination for visitors. Home to over fourteen of the nation’s most popular high street brands, Interchange West provides a diverse range of retail options catering to a wide variety of tastes and needs. The park is a busy hub, consistently drawing shoppers seeking everything from fashion and electronics to home goods and more. Many guests appreciate the combination of retail therapy and leisure activities available, making Interchange a popular choice for a day out. Visitors often find themselves returning to enjoy the lively atmosphere and the ease of accessing a multitude of stores in one location.","2026-04-19 19:35:30",0
398,"John Bunyan Museum","Museum","Mill St","Bedford","MK40 3EU",52.1367191,-0.4635326,"https://www.bunyanmeeting.co.uk/museum","01234 270303","11am-4pm",1,0.0,0,"Historic;museum;educational","https://bunyansbedford.weebly.com/uploads/2/2/0/1/22015178/img-1359_orig.jpg","John Bunyan Museum is a museum primarily dedicated to the life, times and works of John Bunyan. The museum is located in Bedford, Bedfordshire, England. John Bunyan, a Christian writer and preacher, was born in Harrowden, in the Parish of Elstow, England","","",0
399,"The Swan Hotel","Hotel","The Embankment","Bedford","MK40 1RW",52.1349121,-0.4659759,"https://bedfordswanhotel.co.uk","01234 346565","8 AM – 8 PM",0,0.0,0,"Riverside, Heritage, Botique, Spa","https://images.trvl-media.com/lodging/1000000/20000/13700/13686/cc45fa7e.jpg?impolicy=resizecrop&rw=575&rh=575&ra=fill","Set on the embankment of the beautiful Great River Ouse in Bedford, Bedfordshire, The Bedford Swan Hotel offers luxurious rooms with free Wi-fi, air conditioning, elegant bed linen and all you need for a perfect night’s sleep. Our stylish hotel is full of character. Mixing contemporary fabrics and design with the original 18th Century features to create a stunning venue for your hotel stay, business trip, wedding or conference.","Nestled along the picturesque embankment of the Great River Ouse in Bedford, The Bedford Swan Hotel offers a truly special experience. This riverside boutique hotel seamlessly blends historic charm with modern comfort, creating a stunning venue for a variety of occasions. Visitors often appreciate the hotel’s unique character, a result of thoughtfully combining original 18th-century features with contemporary design elements. Guests enjoy luxurious rooms equipped with free Wi-Fi, air conditioning, and elegant bedding, ensuring a restful and comfortable stay. The Bedford Swan Hotel is a popular choice for both leisure travelers and those attending business events or celebrations. Its riverside location, combined with the availability of a spa and a rich heritage, contributes to a memorable visit. Many guests return for the atmosphere and the hotel’s ability to provide a sophisticated and welcoming environment.","2026-04-16 12:05:03",0
